aX,aY,aZ,gX,gY,gZ
-0.377,0.091,0.721,-47.974,-17.334,17.212
-0.351,0.059,0.690,-47.302,-15.137,13.611
-0.333,0.041,0.674,-43.152,-15.991,12.878
-0.328,0.039,0.664,-36.621,-18.555,14.343
-0.326,0.044,0.660,-27.588,-22.888,16.663
-0.311,0.058,0.670,-14.771,-28.381,19.043
-0.304,0.081,0.699,-0.305,-34.668,20.264
-0.327,0.102,0.752,11.902,-38.940,18.982
-0.364,0.110,0.814,16.113,-38.879,14.893
-0.387,0.095,0.861,11.841,-36.011,9.888
-0.389,0.073,0.892,3.662,-32.227,5.737
-0.376,0.060,0.908,-4.700,-28.442,3.113
-0.351,0.054,0.910,-9.216,-26.672,1.648
-0.337,0.040,0.909,-8.484,-27.161,1.282
-0.333,0.017,0.908,-5.310,-28.198,2.930
-0.328,-0.004,0.913,-0.427,-29.236,6.714
-0.321,-0.015,0.931,5.554,-29.663,11.230
-0.322,-0.015,0.968,11.597,-28.564,15.991
-0.336,0.007,1.016,15.381,-23.926,19.531
-0.341,0.047,1.045,14.771,-17.700,19.775
-0.340,0.083,1.048,11.902,-12.573,15.564
-0.343,0.094,1.037,7.141,-8.972,8.484
-0.340,0.079,1.025,2.502,-5.859,1.526
-0.333,0.049,1.014,-1.099,-2.686,-2.686
-0.323,0.018,1.001,-1.709,0.061,-3.418
-0.308,-0.003,0.987,-0.183,1.465,-1.892
-0.293,-0.013,0.970,1.770,0.732,0.610
-0.286,-0.010,0.955,2.747,-1.770,2.686
-0.287,-0.001,0.947,2.625,-4.822,3.235
-0.292,0.007,0.950,2.563,-7.263,2.441
-0.298,0.012,0.962,2.747,-8.545,1.526
-0.301,0.009,0.977,2.380,-8.728,0.854
-0.310,-0.001,0.988,1.221,-7.385,0.122
-0.315,-0.013,0.994,-0.488,-5.188,-0.305
-0.307,-0.023,0.990,-2.686,-3.357,0.244
-0.294,-0.021,0.979,-3.906,-2.808,1.526
-0.292,-0.007,0.973,-2.930,-2.991,2.258
-0.298,0.007,0.972,-1.587,-2.502,1.221
-0.298,0.007,0.967,-1.221,-1.648,-0.488
-0.290,0.003,0.957,-1.038,-1.282,-1.892
-0.286,-0.005,0.949,-0.244,-1.526,-2.869
-0.286,-0.019,0.945,-0.061,-1.770,-2.991
-0.281,-0.025,0.941,-0.305,-2.380,-1.953
-0.276,-0.026,0.936,-0.671,-3.540,-0.854
-0.274,-0.026,0.933,-0.916,-5.066,-0.244
-0.271,-0.023,0.935,-1.221,-6.714,0.061
-0.270,-0.019,0.940,-1.343,-8.179,0.427
-0.275,-0.017,0.943,-1.587,-9.460,0.854
-0.281,-0.014,0.950,-0.977,-10.315,1.099
-0.285,-0.006,0.965,0.122,-10.010,1.221
-0.291,0.005,0.981,0.793,-8.484,0.793
-0.292,0.011,0.988,1.221,-6.714,-0.183
-0.288,0.010,0.987,1.099,-5.005,-1.099
-0.283,0.005,0.979,1.221,-3.906,-2.014
-0.276,-0.005,0.968,1.404,-3.479,-2.502
-0.269,-0.019,0.958,1.953,-3.662,-2.075
-0.265,-0.024,0.959,3.479,-4.333,-1.038
-0.265,-0.021,0.969,4.456,-4.700,0.122
-0.264,-0.016,0.976,4.822,-4.822,1.038
-0.263,-0.010,0.978,3.906,-5.127,1.404
-0.266,-0.007,0.975,2.319,-5.493,0.671
-0.268,-0.010,0.972,0.671,-5.798,-0.366
-0.266,-0.013,0.968,-0.916,-6.409,-0.488
-0.265,-0.018,0.966,-1.404,-7.019,0.000
-0.266,-0.021,0.974,-0.122,-7.324,0.977
-0.268,-0.016,0.990,1.465,-7.080,2.441
-0.273,-0.001,1.008,3.113,-5.981,3.418
-0.282,0.009,1.022,3.723,-4.272,2.747
-0.283,0.013,1.026,2.808,-2.197,1.343
-0.277,0.022,1.018,1.038,-0.916,-0.244
-0.274,0.023,1.007,0.122,-0.916,-2.075
-0.274,0.015,1.005,1.587,-0.793,-2.991
-0.277,0.007,1.008,4.211,0.183,-2.258
-0.278,0.003,1.011,6.836,1.770,-0.793
-0.275,-0.000,1.009,8.606,3.479,0.061
-0.272,-0.006,1.002,8.850,4.578,0.427
-0.269,-0.011,0.993,7.202,4.883,0.732
-0.264,-0.009,0.982,4.517,4.333,0.610
-0.259,0.004,0.976,2.380,3.235,-0.610
-0.258,0.012,0.974,0.977,1.953,-2.625
-0.260,0.003,0.972,0.610,1.221,-4.028
-0.258,-0.015,0.970,0.732,1.404,-4.028
-0.256,-0.029,0.965,0.977,1.892,-3.174
-0.253,-0.040,0.958,1.892,1.526,-1.648
-0.253,-0.042,0.957,2.563,0.366,0.427
-0.256,-0.032,0.960,2.136,-0.732,1.526
-0.261,-0.018,0.964,0.671,-1.770,1.038
-0.260,-0.011,0.967,-0.854,-2.502,-0.061
-0.258,-0.010,0.970,-1.038,-2.441,-0.671
-0.262,-0.013,0.971,-0.244,-1.831,-0.793
-0.267,-0.017,0.972,0.854,-1.038,-0.610
-0.269,-0.019,0.972,1.038,-0.061,-0.488
-0.268,-0.022,0.969,0.244,0.732,-0.610

0.140,0.791,1.880,282.104,-452.148,43.762
-0.002,0.933,2.128,252.991,-382.385,-6.592
-0.085,0.983,2.235,190.918,-322.876,-74.890
-0.088,0.875,2.161,129.700,-274.719,-151.489
0.002,0.703,2.005,96.130,-227.173,-222.778
0.169,0.521,1.875,97.168,-174.438,-277.283
0.381,0.333,1.770,123.535,-127.075,-309.875
0.602,0.188,1.688,153.809,-95.337,-330.627
0.766,0.067,1.642,177.673,-77.271,-345.825
0.824,-0.079,1.620,204.468,-62.317,-352.661
0.787,-0.198,1.665,237.610,-45.166,-350.952
0.690,-0.233,1.825,262.512,-22.278,-344.604
0.604,-0.228,2.021,266.418,12.695,-338.013
0.582,-0.187,2.171,233.032,55.908,-337.769
0.606,-0.187,2.226,154.907,98.938,-340.149
0.653,-0.326,2.150,67.322,140.320,-331.970
0.662,-0.515,1.979,4.395,176.086,-307.251
0.613,-0.645,1.785,-33.081,201.599,-267.334
0.532,-0.668,1.642,-49.377,218.384,-221.863
0.467,-0.582,1.551,-59.326,227.356,-181.580
0.431,-0.446,1.472,-65.735,229.858,-151.611
0.389,-0.322,1.411,-64.514,229.858,-131.897
0.336,-0.241,1.356,-60.059,225.037,-115.112
0.288,-0.217,1.269,-55.176,216.797,-95.459
0.237,-0.272,1.145,-48.950,208.923,-69.214
0.176,-0.346,1.034,-36.194,201.843,-39.001
0.113,-0.384,0.955,-23.987,192.139,-10.620
0.055,-0.396,0.904,-18.860,179.871,14.771
0.009,-0.369,0.885,-21.362,167.786,37.231
-0.041,-0.282,0.894,-28.748,158.020,53.467
-0.070,-0.134,0.900,-42.419,148.621,59.387
-0.065,0.028,0.869,-53.772,132.935,53.223
-0.093,0.125,0.814,-54.749,110.779,38.757
-0.156,0.136,0.771,-49.316,88.562,24.109
-0.221,0.096,0.755,-45.349,73.059,14.038
-0.279,0.027,0.754,-45.593,65.796,9.949
-0.305,-0.037,0.756,-46.692,64.270,11.475
-0.306,-0.064,0.747,-48.950,65.063,16.235
-0.288,-0.029,0.714,-48.279,64.941,21.790
-0.264,0.061,0.671,-39.063,60.364,22.705
-0.271,0.135,0.642,-21.912,48.340,17.334
-0.308,0.142,0.609,-6.897,31.616,9.766
-0.333,0.081,0.571,0.244,16.907,5.005
-0.323,0.009,0.554,2.563,5.981,4.456
-0.312,-0.031,0.549,0.854,-4.395,7.446
-0.312,-0.037,0.553,-3.296,-15.381,12.878
-0.318,-0.010,0.576,-6.287,-24.902,18.433
-0.327,0.044,0.603,-6.653,-31.799,21.545
-0.337,0.098,0.633,-4.028,-37.109,20.935
-0.346,0.146,0.667,1.038,-40.833,17.822
-0.363,0.177,0.700,5.859,-43.518,12.939
-0.385,0.166,0.736,9.399,-44.434,7.141
-0.395,0.140,0.765,9.888,-43.213,2.319
-0.386,0.118,0.785,8.911,-41.809,-0.977
-0.376,0.091,0.798,8.362,-41.687,-2.808
-0.372,0.061,0.806,6.836,-42.419,-2.686
-0.365,0.042,0.829,5.127,-42.786,-0.793
-0.365,0.050,0.862,4.456,-40.710,0.671
-0.366,0.063,0.889,3.296,-37.415,0.610
-0.355,0.067,0.909,3.357,-34.119,0.366
-0.329,0.076,0.927,5.310,-31.494,0.793
-0.315,0.091,0.950,9.888,-29.968,0.488
-0.333,0.091,0.971,12.695,-27.588,-1.221
-0.348,0.068,0.982,12.512,-24.170,-2.808
-0.352,0.038,0.984,10.498,-20.630,-3.052
-0.339,0.024,0.982,7.507,-18.433,-1.831
-0.307,0.031,0.989,7.080,-18.188,-0.427
-0.294,0.037,1.001,9.155,-19.592,-0.549
-0.308,0.026,1.013,9.949,-21.301,-2.014
-0.324,0.003,1.028,6.958,-21.545,-3.113
-0.333,-0.020,1.040,0.732,-20.386,-2.991
-0.321,-0.031,1.048,-5.066,-18.860,-1.709
-0.298,-0.026,1.055,-6.958,-17.761,0.305
-0.292,-0.023,1.055,-6.897,-17.334,1.953
-0.296,-0.033,1.054,-6.836,-16.907,3.601
-0.297,-0.038,1.051,-7.935,-15.320,6.042
-0.305,-0.018,1.044,-9.033,-13.245,8.240
-0.313,0.013,1.035,-9.155,-11.108,7.507
-0.304,0.029,1.032,-7.874,-8.911,4.333
-0.292,0.032,1.031,-6.165,-5.981,1.160
-0.284,0.023,1.026,-4.883,-3.418,-0.854
-0.277,0.008,1.020,-4.578,-1.526,-2.258
-0.283,-0.009,1.006,-5.676,0.244,-4.150
-0.289,-0.031,0.993,-6.531,1.526,-6.042
-0.283,-0.052,0.985,-7.141,2.625,-5.981
-0.269,-0.054,0.975,-6.714,2.686,-2.991
-0.258,-0.037,0.970,-3.723,1.282,0.610
-0.261,-0.021,0.970,0.793,-0.793,2.808
-0.269,-0.011,0.972,4.089,-2.686,3.906
-0.275,-0.003,0.977,4.395,-3.845,3.967
-0.281,0.002,0.980,2.380,-4.700,3.052
-0.291,0.012,0.982,0.122,-5.310,1.770
-0.301,0.024,0.983,-2.014,-5.798,-0.122
-0.305,0.023,0.985,-3.174,-5.432,-2.014
-0.302,0.018,0.987,-2.380,-4.211,-2.258
-0.297,0.020,0.990,-0.549,-3.113,-0.366
-0.295,0.028,0.992,1.282,-2.502,2.625
-0.299,0.041,0.987,2.258,-2.502,5.371
-0.301,0.051,0.976,1.648,-3.113,6.592
-0.296,0.055,0.966,0.732,-3.601,5.981
-0.290,0.054,0.963,-0.488,-3.601,4.150
-0.281,0.046,0.963,-2.380,-3.113,2.502
-0.270,0.042,0.960,-3.479,-2.808,2.014
-0.265,0.047,0.958,-2.319,-3.357,1.770
-0.273,0.054,0.963,-0.366,-3.906,0.549
-0.283,0.049,0.970,0.244,-3.174,-0.793
-0.285,0.035,0.973,-0.549,-1.465,-1.770
-0.275,0.027,0.966,-1.831,0.122,-2.441
-0.261,0.027,0.955,-1.099,0.183,-3.113
-0.259,0.024,0.948,1.770,-0.793,-3.906
-0.258,0.012,0.948,4.211,-1.648,-4.028
-0.255,-0.000,0.953,5.188,-2.014,-3.235
-0.261,-0.007,0.958,4.517,-2.014,-3.113
-0.269,-0.017,0.961,3.296,-1.831,-3.845
-0.271,-0.030,0.967,2.625,-1.282,-4.089
-0.264,-0.038,0.975,2.686,-0.427,-2.869
-0.257,-0.036,0.982,3.967,-0.183,-0.305
-0.255,-0.027,0.990,5.249,-0.427,1.953
-0.257,-0.016,0.997,4.944,-0.427,3.296

0.376,0.792,1.524,211.731,-425.110,11.169
0.385,0.802,1.603,200.989,-389.099,-24.658
0.462,0.758,1.679,167.603,-362.854,-70.007
0.521,0.619,1.692,126.831,-342.834,-113.586
0.538,0.459,1.685,103.699,-318.481,-146.484
0.559,0.370,1.710,100.403,-282.349,-167.603
0.587,0.323,1.749,103.455,-242.493,-177.490
0.640,0.332,1.808,103.516,-204.407,-184.448
0.661,0.374,1.898,92.773,-168.518,-197.571
0.589,0.389,1.976,86.548,-129.761,-214.233
0.504,0.419,2.032,88.989,-83.679,-231.750
0.462,0.401,2.094,96.985,-33.936,-250.671
0.464,0.317,2.135,112.366,18.250,-262.207
0.532,0.280,2.148,115.356,70.618,-271.606
0.586,0.268,2.137,90.942,118.408,-289.917
0.582,0.206,2.079,50.232,163.391,-312.256
0.600,0.121,2.001,7.507,206.909,-329.773
0.657,0.035,1.899,-32.349,250.183,-334.961
0.717,-0.039,1.765,-65.796,288.391,-326.904
0.756,-0.083,1.605,-91.614,311.523,-310.547
0.758,-0.127,1.434,-104.248,319.763,-288.391
0.741,-0.169,1.286,-102.173,316.406,-260.498
0.692,-0.219,1.138,-89.661,298.279,-226.562
0.575,-0.313,0.984,-73.608,271.606,-186.279
0.428,-0.423,0.850,-59.143,245.178,-143.188
0.291,-0.535,0.753,-49.988,219.604,-98.694
0.174,-0.633,0.694,-41.626,195.251,-54.016
0.086,-0.667,0.678,-38.208,173.462,-11.230
0.022,-0.627,0.700,-45.349,154.968,26.306
-0.030,-0.530,0.736,-61.340,140.198,55.115
-0.063,-0.373,0.784,-79.590,126.526,72.266
-0.097,-0.184,0.818,-97.290,111.755,78.796
-0.142,-0.030,0.802,-111.877,95.093,78.979
-0.181,0.071,0.760,-113.342,77.698,75.317
-0.214,0.140,0.736,-99.060,62.683,68.848
-0.259,0.164,0.717,-80.994,51.880,60.608
-0.299,0.144,0.700,-65.125,44.495,53.955
-0.314,0.108,0.694,-52.917,40.466,49.438
-0.328,0.075,0.688,-46.387,38.269,47.241
-0.345,0.053,0.681,-45.105,36.438,46.936
-0.358,0.055,0.673,-45.837,34.729,47.363
-0.357,0.076,0.658,-46.997,31.921,47.058
-0.340,0.104,0.641,-45.105,26.611,45.593
-0.323,0.147,0.620,-37.598,17.334,43.396
-0.328,0.190,0.601,-25.635,3.906,39.246
-0.346,0.200,0.596,-12.573,-10.376,33.752
-0.366,0.196,0.621,-1.404,-21.912,28.198
-0.380,0.210,0.675,5.554,-27.710,22.583
-0.394,0.236,0.720,8.118,-29.968,16.357
-0.401,0.250,0.749,9.644,-31.921,9.644
-0.395,0.256,0.780,12.329,-34.058,1.953
-0.402,0.240,0.809,13.062,-35.522,-5.920
-0.408,0.200,0.831,10.315,-35.522,-11.719
-0.394,0.166,0.840,6.287,-34.485,-14.465
-0.377,0.145,0.846,4.578,-35.034,-15.564
-0.366,0.131,0.854,5.920,-36.865,-16.113
-0.361,0.124,0.868,9.338,-39.307,-15.869
-0.367,0.117,0.898,13.184,-40.588,-15.015
-0.377,0.119,0.937,16.052,-39.673,-13.794
-0.396,0.126,0.982,18.005,-35.950,-13.428
-0.416,0.133,1.028,16.785,-28.992,-14.160
-0.423,0.147,1.056,12.756,-20.325,-16.541
-0.420,0.149,1.055,7.446,-12.573,-20.691
-0.409,0.132,1.032,2.930,-7.080,-25.024
-0.389,0.106,1.000,0.366,-4.028,-27.588
-0.355,0.091,0.966,0.549,-4.456,-27.710
-0.327,0.085,0.940,4.578,-8.667,-27.100
-0.330,0.059,0.937,9.399,-13.977,-26.611
-0.343,0.011,0.949,9.888,-17.212,-24.963
-0.352,-0.030,0.966,5.676,-17.700,-21.179
-0.363,-0.049,0.983,-1.160,-16.296,-15.991
-0.369,-0.031,0.995,-6.348,-13.306,-10.681
-0.366,0.020,1.002,-7.629,-9.583,-7.812
-0.365,0.065,1.004,-5.066,-6.958,-8.911
-0.363,0.080,1.005,-1.770,-5.127,-11.902
-0.362,0.063,1.004,0.732,-3.235,-13.916
-0.364,0.027,0.999,1.221,-1.099,-14.160
-0.359,-0.010,0.988,-0.977,0.671,-12.512
-0.352,-0.045,0.971,-4.517,1.343,-8.911
-0.346,-0.064,0.955,-7.446,0.854,-4.089
-0.338,-0.062,0.951,-7.996,0.366,0.854
-0.324,-0.032,0.948,-7.080,-0.549,5.432
-0.315,0.016,0.940,-3.418,-3.601,7.629
-0.327,0.051,0.944,2.136,-7.324,5.981
-0.348,0.057,0.964,5.066,-8.240,2.319
-0.358,0.047,0.981,3.784,-6.775,-0.977
-0.361,0.037,0.985,-0.183,-4.578,-3.540
-0.361,0.027,0.975,-4.578,-2.563,-5.859
-0.353,0.023,0.960,-6.897,-1.038,-7.507
-0.339,0.026,0.948,-7.507,-0.793,-8.057
-0.326,0.037,0.936,-6.592,-2.136,-7.507
-0.322,0.040,0.925,-4.211,-4.883,-7.446
-0.329,0.027,0.922,-1.099,-7.080,-7.141
-0.338,0.013,0.922,-0.061,-7.812,-5.371
-0.334,0.016,0.917,0.427,-8.423,-2.625
-0.326,0.038,0.917,2.869,-9.460,-1.404
-0.330,0.054,0.928,5.554,-10.132,-2.441
-0.335,0.054,0.943,6.409,-9.705,-3.723
-0.329,0.050,0.954,5.066,-8.789,-4.333
-0.324,0.048,0.957,2.869,-8.484,-5.493
-0.326,0.041,0.961,0.427,-8.179,-7.568
-0.329,0.032,0.966,-2.319,-7.141,-9.583
-0.327,0.025,0.965,-5.066,-6.042,-10.681
-0.319,0.019,0.962,-7.141,-5.676,-10.742
-0.309,0.019,0.959,-7.690,-5.493,-10.071
-0.304,0.021,0.959,-6.653,-5.737,-9.705
-0.304,0.013,0.960,-5.615,-6.042,-9.521
-0.303,0.009,0.959,-5.005,-5.981,-8.484
-0.308,0.009,0.954,-4.944,-6.287,-7.385
-0.310,0.010,0.948,-5.066,-6.897,-6.592
-0.310,0.014,0.946,-4.517,-7.568,-6.653
-0.311,0.010,0.953,-4.700,-8.179,-7.568
-0.307,-0.003,0.967,-6.775,-8.057,-8.545
-0.301,-0.014,0.973,-10.742,-7.812,-8.911
-0.297,-0.015,0.971,-13.794,-8.362,-9.216
-0.300,-0.014,0.968,-15.015,-9.583,-9.766
-0.307,-0.023,0.969,-15.442,-10.132,-9.155
-0.312,-0.038,0.969,-14.465,-9.216,-7.019
-0.317,-0.049,0.967,-12.329,-7.446,-3.418

0.846,0.488,1.391,157.837,-600.952,85.876
0.777,0.614,1.581,200.256,-557.739,61.157
0.724,0.747,1.787,210.266,-508.423,29.968
0.601,0.828,1.945,192.627,-463.379,-6.775
0.461,0.822,2.026,166.016,-424.927,-49.683
0.388,0.780,2.075,146.851,-383.606,-99.487
0.391,0.730,2.120,136.536,-332.092,-150.391
0.440,0.668,2.173,133.545,-274.231,-196.472
0.521,0.586,2.229,135.803,-214.294,-233.032
0.630,0.477,2.264,139.771,-157.043,-259.888
0.704,0.326,2.237,140.381,-104.431,-280.762
0.722,0.165,2.163,131.714,-55.115,-296.143
0.727,0.025,2.103,114.258,-8.301,-302.917
0.729,-0.124,2.044,93.689,35.645,-301.819
0.729,-0.205,1.993,71.777,75.073,-300.598
0.713,-0.187,1.983,40.527,114.380,-305.969
0.661,-0.163,2.011,2.563,156.128,-313.782
0.642,-0.122,2.037,-34.729,201.233,-318.726
0.705,-0.069,1.988,-80.933,246.277,-318.787
0.773,-0.077,1.859,-123.901,281.311,-314.758
0.863,-0.105,1.692,-147.400,304.687,-302.551
0.937,-0.197,1.461,-156.006,314.819,-273.071
0.863,-0.399,1.193,-135.315,310.608,-230.957
0.723,-0.559,0.998,-91.370,296.570,-183.472
0.589,-0.649,0.881,-48.950,278.015,-138.123
0.466,-0.726,0.815,-22.827,258.667,-94.543
0.378,-0.765,0.790,-10.498,240.845,-52.551
0.305,-0.742,0.775,-10.315,224.243,-14.832
0.229,-0.683,0.764,-21.545,205.994,15.808
0.170,-0.600,0.754,-40.771,185.730,40.649
0.139,-0.487,0.719,-63.965,162.720,61.462
0.109,-0.359,0.680,-81.177,136.963,76.599
0.061,-0.224,0.658,-88.562,109.985,83.252
-0.003,-0.110,0.652,-87.097,84.045,81.726
-0.079,-0.038,0.672,-75.623,62.439,76.477
-0.147,0.031,0.705,-60.059,48.523,70.923
-0.208,0.098,0.726,-47.241,40.710,63.965
-0.263,0.133,0.745,-35.461,36.621,53.833
-0.295,0.145,0.764,-27.649,35.767,41.992
-0.307,0.142,0.757,-25.574,35.645,30.945
-0.307,0.133,0.731,-24.902,33.752,21.606
-0.304,0.117,0.696,-23.193,28.076,13.245
-0.307,0.084,0.662,-21.118,19.714,6.714
-0.306,0.052,0.640,-18.311,10.925,3.174
-0.302,0.042,0.628,-14.954,2.075,2.319
-0.300,0.055,0.632,-9.705,-6.592,2.258
-0.306,0.079,0.660,-3.296,-14.465,1.343
-0.326,0.089,0.705,3.540,-19.409,-0.488
-0.342,0.089,0.758,8.728,-20.203,-2.319
-0.339,0.100,0.798,9.644,-19.653,-3.540
-0.340,0.106,0.823,10.071,-19.531,-6.409
-0.356,0.088,0.840,9.521,-18.738,-10.498
-0.364,0.058,0.847,6.897,-16.907,-12.817
-0.356,0.039,0.851,4.639,-15.076,-12.878
-0.347,0.025,0.852,4.395,-14.160,-12.146
-0.333,0.013,0.851,6.287,-14.648,-10.681
-0.318,0.002,0.853,9.705,-16.724,-8.728
-0.312,-0.006,0.864,13.000,-19.409,-6.104
-0.317,-0.008,0.885,14.648,-21.057,-4.395
-0.326,-0.007,0.908,14.099,-20.691,-4.089
-0.327,0.001,0.922,11.353,-20.020,-4.639
-0.322,0.008,0.927,8.606,-20.020,-5.920
-0.322,0.003,0.936,8.301,-19.958,-7.996
-0.326,-0.013,0.947,8.240,-19.348,-9.277
-0.324,-0.034,0.959,7.568,-18.677,-8.850
-0.321,-0.056,0.970,6.836,-17.700,-6.958
-0.318,-0.062,0.973,5.432,-16.663,-4.211
-0.315,-0.050,0.974,4.822,-16.541,-2.502
-0.320,-0.038,0.984,5.249,-16.907,-2.502
-0.325,-0.027,0.996,5.188,-16.602,-2.869
-0.327,-0.020,1.011,5.188,-15.503,-3.784
-0.332,-0.016,1.030,4.700,-12.573,-5.188
-0.335,-0.015,1.043,3.174,-7.996,-7.446
-0.344,-0.023,1.055,1.892,-2.991,-9.949
-0.348,-0.036,1.060,-1.282,2.808,-11.658
-0.341,-0.057,1.044,-5.188,7.874,-12.146
-0.324,-0.076,1.012,-7.080,10.437,-10.681
-0.299,-0.081,0.979,-5.249,9.705,-7.324
-0.285,-0.080,0.952,-1.221,6.531,-3.174
-0.285,-0.081,0.938,2.808,2.380,0.916
-0.286,-0.078,0.934,4.822,-1.709,4.272
-0.290,-0.061,0.936,4.517,-5.737,5.920
-0.304,-0.043,0.950,2.686,-8.301,4.883
-0.318,-0.032,0.967,-0.732,-8.972,2.563
-0.322,-0.023,0.974,-4.395,-8.606,0.610
-0.319,-0.022,0.969,-5.737,-8.606,-0.977
-0.310,-0.034,0.964,-4.333,-8.972,-1.587
-0.298,-0.045,0.961,-1.953,-9.277,-0.366
-0.287,-0.047,0.955,1.160,-10.132,1.343
-0.282,-0.045,0.955,5.188,-11.658,1.892
-0.286,-0.042,0.963,7.446,-12.634,1.709
-0.292,-0.041,0.974,7.080,-12.756,0.671
-0.293,-0.040,0.985,4.639,-12.268,-0.549
-0.294,-0.042,0.993,0.793,-11.292,-2.014
-0.294,-0.045,0.995,-2.747,-9.949,-3.052
-0.289,-0.054,0.991,-4.944,-8.484,-3.052
-0.281,-0.068,0.985,-5.554,-7.202,-1.648
-0.272,-0.068,0.979,-5.005,-6.409,0.610
-0.271,-0.057,0.976,-3.052,-5.554,2.258
-0.275,-0.044,0.975,-0.183,-4.395,2.991
-0.272,-0.031,0.970,2.441,-3.845,3.296
-0.272,-0.029,0.963,4.944,-4.211,3.052
-0.275,-0.031,0.959,6.042,-4.517,2.869
-0.275,-0.033,0.962,5.066,-4.211,2.380
-0.273,-0.033,0.964,3.296,-3.845,1.770
-0.272,-0.030,0.965,1.709,-3.479,1.160
-0.271,-0.030,0.964,0.366,-3.357,0.916
-0.269,-0.031,0.960,-0.061,-3.479,1.099
-0.263,-0.027,0.959,0.732,-3.662,1.404
-0.262,-0.019,0.963,2.686,-3.906,1.160
-0.268,-0.017,0.969,4.456,-3.662,0.549
-0.270,-0.021,0.977,4.944,-2.686,-0.061
-0.266,-0.022,0.976,4.395,-2.136,-0.732
-0.265,-0.025,0.973,3.784,-2.441,-1.770
-0.265,-0.034,0.975,3.113,-2.380,-2.808
-0.267,-0.039,0.977,1.831,-2.014,-3.174
-0.264,-0.036,0.975,0.854,-1.892,-2.808
-0.261,-0.033,0.975,1.831,-2.136,-2.686
-0.267,-0.037,0.979,3.174,-1.831,-2.747

0.241,0.931,1.700,294.800,-474.121,83.008
0.152,0.998,1.758,289.124,-415.649,34.973
0.187,0.954,1.777,234.558,-379.639,-33.325
0.284,0.797,1.742,162.781,-358.459,-106.018
0.372,0.562,1.661,114.563,-335.266,-162.842
0.473,0.371,1.614,112.244,-301.636,-196.228
0.597,0.263,1.634,142.273,-266.846,-213.440
0.694,0.216,1.683,173.706,-241.394,-223.145
0.757,0.203,1.739,184.814,-223.999,-230.347
0.783,0.179,1.799,180.664,-205.627,-239.380
0.791,0.136,1.870,176.575,-183.350,-251.709
0.749,0.103,1.994,179.260,-153.381,-264.526
0.631,0.111,2.158,184.814,-110.474,-267.883
0.588,0.159,2.305,176.575,-56.213,-265.930
0.613,0.167,2.396,145.752,3.540,-270.508
0.608,0.136,2.438,107.910,61.890,-285.095
0.614,0.087,2.442,63.477,119.080,-304.077
0.624,-0.029,2.382,19.714,177.979,-316.650
0.597,-0.160,2.276,-14.099,235.474,-319.275
0.574,-0.208,2.184,-41.138,289.490,-316.650
0.625,-0.181,2.088,-70.679,335.693,-310.303
0.714,-0.159,1.947,-98.633,368.713,-296.326
0.802,-0.143,1.782,-112.488,388.916,-272.766
0.864,-0.148,1.562,-111.694,390.625,-245.483
0.877,-0.210,1.273,-101.624,370.056,-208.923
0.826,-0.313,0.961,-83.618,333.862,-165.161
0.673,-0.473,0.690,-62.378,288.452,-119.507
0.460,-0.656,0.517,-42.175,242.493,-76.111
0.273,-0.755,0.458,-28.137,203.552,-37.048
0.148,-0.724,0.477,-31.372,172.791,-5.737
0.074,-0.623,0.504,-55.786,141.907,18.250
0.042,-0.495,0.513,-85.815,110.474,37.109
0.021,-0.326,0.517,-106.140,81.177,49.561
-0.034,-0.139,0.522,-110.046,53.955,52.429
-0.120,0.007,0.544,-97.046,29.724,44.861
-0.205,0.082,0.582,-74.097,12.756,30.823
-0.264,0.088,0.612,-54.565,4.639,16.907
-0.296,0.039,0.628,-41.992,1.587,7.507
-0.313,-0.029,0.634,-34.241,1.099,3.906
-0.320,-0.082,0.629,-29.724,2.502,5.432
-0.307,-0.100,0.614,-25.269,2.991,9.705
-0.288,-0.085,0.595,-18.372,0.488,14.160
-0.290,-0.057,0.588,-9.399,-4.395,17.456
-0.310,-0.036,0.603,-1.526,-9.338,18.921
-0.328,-0.020,0.636,2.502,-12.939,18.860
-0.340,-0.001,0.675,2.930,-15.198,17.883
-0.354,0.021,0.712,1.587,-15.442,15.320
-0.361,0.035,0.739,0.122,-14.465,10.681
-0.361,0.027,0.752,-0.305,-13.855,6.104
-0.359,0.002,0.759,-1.404,-13.855,3.540
-0.349,-0.014,0.763,-2.258,-15.076,3.113
-0.343,-0.019,0.767,-1.526,-18.311,2.747
-0.347,-0.033,0.780,0.305,-22.095,2.258
-0.354,-0.054,0.797,1.099,-25.391,3.113
-0.349,-0.070,0.822,0.916,-28.503,5.798
-0.334,-0.064,0.860,1.831,-30.823,9.583
-0.347,-0.032,0.908,4.089,-31.433,11.475
-0.376,0.002,0.953,5.493,-29.663,10.376
-0.391,0.027,0.986,5.066,-26.123,7.568
-0.399,0.042,1.009,4.333,-21.240,3.845
-0.401,0.038,1.017,3.723,-15.991,-0.122
-0.391,0.011,1.012,3.723,-11.108,-2.441
-0.377,-0.024,1.001,4.700,-7.568,-2.319
-0.359,-0.050,0.991,4.883,-6.592,-0.183
-0.345,-0.063,0.983,4.211,-7.568,2.197
-0.349,-0.069,0.977,3.662,-9.277,4.089
-0.350,-0.070,0.978,2.380,-11.108,5.676
-0.336,-0.054,0.982,1.770,-13.000,7.263
